Human gene	Ensembl ID	Protein domains	Contains canonical RBDs	Neuron enrichment (human)	Neuron enrichment (mouse)	Brain enrichment	Neuron developmental enrichment (early)	Neuron developmental enrichment (late)	pLI	Extreme pLI	High pLI	Medium pLI	Autism susceptibility	Intellectual disability susceptibility
FRRS1	ENSG00000156869	Reeler_dom; DOMON_domain; Cyt_b561/ferric_Rdtase_TM; Reeler_sf	0	-1.09727054459299	-4.09902971014833	-1.63876987571734	-0.0284620504712684	-0.0769070168466188	2.9703e-09	0	0	0	0	0
FRRS1L	ENSG00000260230	DOMON_domain; FRRS1L	0	3.07446421408563	4.03510439089336	4.04148860783747	-0.0284620504712684	-0.0769070168466188	0.0014611	0	0	0	0	1
FRS2	ENSG00000166225	PH-like_dom_sf; IRS_PTB; FRS2_PTB	0	-0.523445145501184	-0.743211399672444	-0.319682262281401	0.128506211	-0.244113661	0.99721	1	0	0	0	0
FRS3	ENSG00000137218	IRS_PTB; PH-like_dom_sf; FRS2_PTB	0	0.27345956916572	0.938594882638525	0.548111700813994	0.488567719	0.769101029	0.55047	0	0	1	0	0
FRY	ENSG00000073910	ARM-type_fold; Cell_Morphogen_C; Cell_morpho_N; MOR2-PAG1_mid; Furry/Tao3/Mor2; Fry_C	0	1.78733187243469	-1.324497709478	-0.368928975164954	-0.098047524	1.448621814	1	1	0	0	0	1
FRYL	ENSG00000075539	ARM-type_fold; Cell_Morphogen_C; Cell_morpho_N; MOR2-PAG1_mid; Furry/Tao3/Mor2; Fry_C	0	-2.13128659381654	-1.36124878700525	-0.590400457456036	0.02562614	0.320233611	0.99727	1	0	0	0	0
FRZB	ENSG00000162998	Netrin_domain; TIMP-like_OB-fold; Frizzled/SFRP; Netrin_module_non-TIMP; Frizzled_dom; NTR_Sfrp3; Frizzled_dom_sf; SFRP3_CRD	0	-0.854612893270799	1.43825693507373	-1.027826944554	-2.390007009	-2.211253036	0.0010842	0	0	0	0	0
FSBP	ENSG00000265817	Myb_DNA-bind_5; FSBP	0	-0.320965284142147	-0.991145902043417	-0.686214719602861	-0.0284620504712684	-0.0769070168466188	0.00070681	0	0	0	0	0
FSCB	ENSG00000189139	FSCB	0	-0.320965284142147	0.0108113737572056	0	-0.0284620504712684	-0.0769070168466188	NA	0	0	0	0	0
FSCN2	ENSG00000186765	Actin-crosslinking; Fascin; Fascin-domain; Fascin_metazoans	0	-0.320965284142147	0.238336843981886	-0.375202988456999	-0.0284620504712684	-0.0769070168466188	3.8311e-13	0	0	0	0	0
FSCN3	ENSG00000106328	Actin-crosslinking; Fascin; Fascin-domain; Fascin_metazoans	0	-0.320965284142147	0.0852237924897909	-0.169783087162351	-0.0284620504712684	-0.0769070168466188	1.3467e-10	0	0	0	0	0
FSD1	ENSG00000105255	B30.2/SPRY; Bbox_C; SPRY_dom; FN3_dom; ConA-like_dom_sf; Ig-like_fold; COS_domain; SPRY/PRY_FSD1; FN3_sf; B30.2/SPRY_sf	0	1.59467048197692	2.44585288371208	4.59415106702171	-0.241091121	0.574343119	0.25199	0	0	0	0	0
FSD1L	ENSG00000106701	Bbox_C; FN3_dom; Ig-like_fold; COS_domain; FN3_sf; B30.2/SPRY; SPRY_dom; Butyrophylin_SPRY; ConA-like_dom_sf; SPRY/PRY_FSD1; B30.2/SPRY_sf	0	0.788746314605873	0.549848165036709	1.18642818483189	0.049571079	0.242410395	0.23386	0	0	0	0	0
FSD2	ENSG00000186628	B30.2/SPRY; SPRY_dom; Butyrophylin_SPRY; FN3_dom; ConA-like_dom_sf; Ig-like_fold; FN3_sf; B30.2/SPRY_sf	0	-0.320965284142147	-0.0594628024117652	-0.161608624971708	-0.0284620504712684	-0.0769070168466188	1.5277e-21	0	0	0	0	0
FSHB	ENSG00000131808	Gonadotropin_bsu; Glyco_hormone_CN; Gonadotropin_bsu_CS; Cystine-knot_cytokine	0	-0.320965284142147	-0.26384866756404	0	-0.0284620504712684	-0.0769070168466188	0.34452	0	0	0	0	0
FSHR	ENSG00000170820	GPCR_Rhodpsn; LRRNT; Gphrmn_rcpt_fam; FSH_rcpt; GPCR_Rhodpsn_7TM; GnHR_TM; LRR_5; LRR_dom_sf	0	1.48046906999295	-0.0147532748113559	0	-0.0284620504712684	-0.0769070168466188	1.3689e-11	0	0	0	0	0
FSIP1	ENSG00000150667	Fsip1	0	2.19174401645431	0.939645435463089	0.12031845544534	-0.145328017	-1.443924178	7.6972e-14	0	0	0	0	0
FSIP2	ENSG00000188738	FSIP2_C; FSIP2	0	-1.00916092445222	0.171349157891746	-0.186655822702363	-0.559705053	1.356288594	4.6257e-28	0	0	0	0	0
FST	ENSG00000134363	Kazal_dom; Fol_N; Follistatin/Osteonectin_EGF; TB_dom; Kazal_dom_sf; TB_dom_sf	0	-0.320965284142147	3.22830342534501	-2.93257548551606	0.049619136	-0.740380921	0.98014	0	1	0	0	0
FSTL1	ENSG00000163430	EF_hand_dom; Kazal_dom; Fol_N; EF-hand-dom_pair; Follistatin/Osteonectin_EGF; Kazal_dom_sf	0	-0.479055200283766	-2.29608050462235	-3.66503890747156	0.695375108	-1.077231144	0.89403	0	0	1	0	0
FSTL3	ENSG00000070404	Kazal_dom; Fol_N; Follistatin/Osteonectin_EGF; TB_dom; Kazal_dom_sf; TB_dom_sf	0	-0.827287158530973	-0.487116334354741	-2.8344353784609	0.134341175	0.487206355	0.68658	0	0	1	0	0
FSTL4	ENSG00000053108	EF_hand_dom; Kazal_dom; Ig_sub2; Ig_sub; Ig-like_dom; EF-hand-dom_pair; Ig-like_fold; WD40/YVTN_repeat-like_dom_sf; EF_Hand_1_Ca_BS; Kazal_dom_sf; Ig-like_dom_sf	0	4.3896020652604	5.71376902725367	1.62727877696626	-0.0284620504712684	-0.0769070168466188	0.017889	0	0	0	0	0
FSTL5	ENSG00000168843	EF_hand_dom; Kazal_dom; Ig_sub2; Ig_sub; Ig-like_dom; EF-hand-dom_pair; Ig-like_fold; WD40/YVTN_repeat-like_dom_sf; EF_Hand_1_Ca_BS; Kazal_dom_sf; Ig-like_dom_sf	0	2.8336455990802	4.52013966355246	2.51381046963609	-0.70517429	-0.032142553	1.4042e-06	0	0	0	0	0
FTCD	ENSG00000160282	Cyclodeamin/CycHdrlase; Formintransfe-cycloase-like_sf; Formiminotransferase_cat; Formiminotransferase_N; Formiminotransferase_C; FormiminoTrfase_cat_dom_sf; Formiminotransferase_N_sf; Formiminotransferase_C_sf	0	0.357782756290976	0.58058122704777	1.18668393495578	-0.419762286	-0.556265378	5.523e-15	0	0	0	0	1
FTCDNL1	ENSG00000226124	Formiminotransferase_N; FormiminoTrfase_cat_dom_sf; Formiminotransferase_N_sf	0	-1.04898440857822	-0.26384866756404	0.398797764067902	-0.0284620504712684	-0.0769070168466188	0.40524	0	0	0	0	0
FTH1	ENSG00000167996	Ferritin; Ferritin-like_SF; Ferritin-like; Ferritin_DPS_dom; Ferritin-like_diiron; Ferritin_CS	0	-1.20466991612367	-1.05687538383268	-0.451006122972331	0.663972638	0.357938564	0.13999	0	0	0	0	0
FTHL17	ENSG00000132446	Ferritin; Ferritin_DPS_dom; Ferritin-like_diiron; Ferritin-like_SF; Ferritin-like; Ferritin_CS	0	-0.320965284142147	-0.26384866756404	0	-0.0284620504712684	-0.0769070168466188	NA	0	0	0	0	0
FTL	ENSG00000087086	Ferritin; Ferritin_DPS_dom; Ferritin-like_diiron; Ferritin-like_SF; Ferritin-like; Ferritin_CS	0	-1.61791817711921	-0.26384866756404	-0.659907340288452	1.428803557	0.273331566	1.6617e-09	0	0	0	0	1
FTMT	ENSG00000181867	Ferritin; Ferritin_DPS_dom; Ferritin-like_diiron; Ferritin-like_SF; Ferritin-like; Ferritin_CS	0	-0.320965284142147	-0.000459027252357836	0	-0.0284620504712684	-0.0769070168466188	0.0056072	0	0	0	0	0
FTO	ENSG00000140718	FTO_C; FTO_cat_dom; FTO; AlkB-like_sf; FTO_C_sf	0	-0.421080380424123	0.168331715202663	0.280401011335846	-0.398421369	0.194993055	8.364e-08	0	0	0	0	1
FTSJ1	ENSG00000068438	RNA_MeTrfase_FtsJ_dom; Mononega_L_MeTrfase; SAM-dependent_MTases_sf; rRNA-MeTfrase_E; RNA_methyltr_E_TRM7	0	-0.320965284142147	0.10927529338751	-0.974278965214742	0.073505535	0.212848282	0.99254	1	0	0	0	1
FUCA1	ENSG00000179163	Glyco_hydro_29; Glyco_hydro_b; FUC_metazoa-typ; Glycoside_hydrolase_SF; Glyco_hydro_29_CS; Fucosidase_C	0	-0.303622986447883	-1.42619786630823	-1.89487383780193	0.493756773	0.595090055	2.6956e-08	0	0	0	0	1
FUCA2	ENSG00000001036	Glyco_hydro_29; Glyco_hydro_b; FUC_metazoa-typ; Glycoside_hydrolase_SF; Glyco_hydro_29_CS; Fucosidase_C	0	-0.601810323624738	0.538362846479291	-1.57597139914719	0.56578963	-1.005248238	4.3892e-07	0	0	0	0	0
FUNDC1	ENSG00000069509	FUN14	0	-0.320965284142147	0.396970913226411	0.67439575777713	0.086269005	-0.298460834	0.042053	0	0	0	0	0
FUNDC2	ENSG00000165775	FUN14	0	-0.328304575951026	0.675011177483622	-0.751247289309575	-0.049818313	0.003518931	0.059823	0	0	0	0	0
FUOM	ENSG00000148803	RbsD_FucU; RbsD-like_sf	0	-0.320965284142147	0.594904974550102	-1.82397200052012	1.348182633	-0.06348441	0.00019189	0	0	0	0	0
FURIN	ENSG00000140564	Peptidase_S8/S53_dom; P_dom; Furin_repeat; Galactose-bd-like_sf; Growth_fac_rcpt_cys_sf; Peptidase_S8_subtilisin-rel; Peptidase_S8_His-AS; Peptidase_S8_Asp-AS; Peptidase_S8_Ser-AS; S8_pro-domain; Kexin/furin; Peptidase_S8/S53_dom_sf; S8_pro-domain_sf	0	-0.320965284142147	-0.722254099665528	-1.95704828679017	0.239043716	0.260655626	0.99994	1	0	0	0	0
FUT1	ENSG00000174951	Glyco_trans_11	0	-0.320965284142147	0.0470408776856531	-0.628329903172336	-0.0284620504712684	-0.0769070168466188	0.00054555	0	0	0	0	0
FUT10	ENSG00000172728	Glyco_trans_10; Alpha-1_3-FUT_met; Glyco_tran_10_N; GT10-like_C_sf	0	-2.2531463658983	-2.36970312609225	-0.422828956601598	0.209939426	-1.415909034	5.4119e-09	0	0	0	0	0
FUT11	ENSG00000196968	Glyco_trans_10; Alpha-1_3-FUT_met; Glyco_tran_10_N; GT10-like_C_sf	0	-0.564675704915741	-0.466878603740486	-1.01802881287027	-0.288156361	-0.525779343	1.7598e-06	0	0	0	0	0
FUT2	ENSG00000176920	Glyco_trans_11	0	-0.485940124885185	0.497850672468568	-0.137165879052999	-0.0284620504712684	-0.0769070168466188	5.3218e-14	0	0	0	0	0
FUT3	ENSG00000171124	Glyco_trans_10; Glyco_tran_10_N; GT10-like_C_sf	0	-0.320965284142147	-0.26384866756404	-0.144282833077364	-0.0284620504712684	-0.0769070168466188	6.2991e-05	0	0	0	0	0
FUT4	ENSG00000196371	Glyco_trans_10; Glyco_tran_10_N; GT10-like_C_sf	0	-0.320965284142147	-0.608881257706566	-1.1889998372114	-0.845738482	-0.842048806	7.7294e-06	0	0	0	0	0
FUT5	ENSG00000130383	Glyco_trans_10; Glyco_tran_10_N; GT10-like_C_sf	0	-0.320965284142147	-0.26384866756404	0.0272316587661344	-0.0284620504712684	-0.0769070168466188	NA	0	0	0	0	0
FUT6	ENSG00000156413	Glyco_trans_10; Glyco_tran_10_N; GT10-like_C_sf	0	-0.320965284142147	-0.26384866756404	-0.0500185824717053	-0.0284620504712684	-0.0769070168466188	NA	0	0	0	0	0
FUT7	ENSG00000180549	Glyco_trans_10; Glyco_tran_10_N; GT10-like_C_sf	0	-0.320965284142147	-0.173265041077599	-0.00636010860908398	-0.0284620504712684	-0.0769070168466188	1.29e-06	0	0	0	0	0
FUT8	ENSG00000033170	SH3_domain; Fut8; GT23_dom; Fut8_SH3; SH3-like_dom_sf; Fut8_N_cat	0	-1.64473297202547	-1.37741066738708	0.65585951586441	-0.687620456	-1.398171087	0.0099264	0	0	0	0	1
FUT9	ENSG00000172461	Glyco_trans_10; Glyco_tran_10_N; GT10-like_C_sf	0	-0.320965284142147	0.542419705703447	2.94380218979155	-1.367456986	-0.453659073	0.08318	0	0	0	0	0
FUZ	ENSG00000010361	Fuzzy; FUZ/MON1/HPS1_longin_3; FUZ/MON1/HPS1_longin_2; FUZ/MON1/HPS1_longin_1	0	-1.0432679023633	-1.61544969616057	0.271099336102441	-0.240096072	0.693765746	1.2613e-05	0	0	0	0	0
FXN	ENSG00000165060	Frataxin/CyaY; Frataxin; Frataxin_CS; Frataxin/CyaY_sf	0	-0.46999543171124	-0.422007563746028	-0.616879432513638	-0.545513564	-1.067183672	0.34491	0	0	0	1	1
FXYD1	ENSG00000266964	Ion-transport_regulator_FXYD; PLM; FXYD_motif	0	-1.4482741632255	-5.07738230180467	0.821315751519127	-0.0284620504712684	-0.0769070168466188	0.24395	0	0	0	0	0
FXYD2	ENSG00000137731	Ion-transport_regulator_FXYD; ATNG; FXYD_motif	0	-0.320965284142147	2.11568037819096	-0.620655851104676	-0.0284620504712684	-0.0769070168466188	0.11431	0	0	0	0	0
FXYD3	ENSG00000089356	Ion-transport_regulator_FXYD; FXYD_motif	0	-0.320965284142147	-0.596104754909057	-0.914542260469874	-0.0284620504712684	-0.0769070168466188	1.0105e-05	0	0	0	0	0
FXYD4	ENSG00000150201	Ion-transport_regulator_FXYD; FXYD4; FXYD_motif	0	-0.320965284142147	0.287019799423992	0.794764358582725	-0.0284620504712684	-0.0769070168466188	0.00031646	0	0	0	0	0
FXYD5	ENSG00000089327	Ion-transport_regulator_FXYD; FXYD_motif	0	-0.847144690419148	-4.08452294358177	-2.80178383086792	1.008974264	-0.140472493	0.0020871	0	0	0	0	0
FXYD6	ENSG00000137726	Ion-transport_regulator_FXYD; FXYD_motif	0	2.41182471149523	4.02510465308611	1.18600646453228	-0.25381985	0.636907339	0.61886	0	0	1	0	0
FXYD7	ENSG00000221946	Ion-transport_regulator_FXYD; FXYD7; FXYD_motif	0	2.34370419642689	5.50371446208333	5.34571079237257	0.328822755	2.452506925	0.0051947	0	0	0	0	0
FYB1	ENSG00000082074	SH3_domain; hSH3; FYB_hSH3; SH3-like_dom_sf; FYB1/2-like	0	-0.320965284142147	-0.26384866756404	-0.255127599050345	-0.0284620504712684	-0.0769070168466188	NA	0	0	0	0	0
FYB2	ENSG00000187889	SH3_domain; hSH3; SH3-like_dom_sf; FYB1/2-like	0	-0.320965284142147	-0.26384866756404	-0.255127599050345	-0.0284620504712684	-0.0769070168466188	NA	0	0	0	0	0
FYCO1	ENSG00000163820	Znf_FYVE; Run_dom; GOLD_dom; Znf_FYVE_PHD; Znf_RING/FYVE/PHD; Znf_FYVE-rel; GOLD_dom_sf; Run_dom_sf	0	-3.24296030093741	-0.336198920713611	-2.35885949884199	-0.073487626	-1.865684554	5.4118e-27	0	0	0	0	1
FYN	ENSG00000010810	Prot_kinase_dom; SH2; Ser-Thr/Tyr_kinase_cat_dom; SH3_domain; Tyr_kinase_AS; Kinase-like_dom_sf; Protein_kinase_ATP_BS; Tyr_kinase_cat_dom; Fyn/Yrk_SH3; SH3-like_dom_sf; SH2_dom_sf; Grb2-like; BIN3/RVS161-like	0	-1.52641355784362	-0.301606672757742	1.06423276974627	-0.289504037	0.255754551	0.99406	1	0	0	0	0
FYTTD1	ENSG00000122068	FYTTD1	0	0.263700385348445	0.730375308237892	-1.14931540831169	0.262701951	0.330845301	0.39504	0	0	0	0	0
FZD1	ENSG00000157240	Frizzled/Smoothened_TM; Frizzled/SFRP; GPCR_2-like_TM; Frizzled_dom; Frizzled_dom_sf	0	-0.320965284142147	-2.28503015654501	-1.69619123508784	0.014267699	-1.515054335	0.042428	0	0	0	0	0
FZD10	ENSG00000111432	Frizzled/Smoothened_TM; Frizzled/SFRP; GPCR_2-like_TM; Frizzled_dom; Frizzled_dom_sf	0	-0.320965284142147	-1.63056792507417	-0.0873333311833652	-0.0284620504712684	-0.0769070168466188	0.00052847	0	0	0	0	0
FZD2	ENSG00000180340	Frizzled/Smoothened_TM; Frizzled/SFRP; GPCR_2-like_TM; Frizzled_dom; Frizzled_dom_sf; FZ2_CRD	0	-0.320965284142147	-5.404243514944	-0.880032345439828	-0.657642264	-1.174128514	0.65266	0	0	1	0	0
FZD3	ENSG00000104290	Frizzled/Smoothened_TM; Frizzled/SFRP; GPCR_2-like_TM; Frizzled_dom; Frizzled_dom_sf; FZ3_CRD	0	1.99845999283184	1.45248023298054	1.13952733427853	-0.666746382	0.12365694	0.00043561	0	0	0	0	1
FZD4	ENSG00000174804	Frizzled/Smoothened_TM; Frizzled/SFRP; GPCR_2-like_TM; Frizzled_dom; FZD4_TM; Frizzled_dom_sf; FZ4_CRD	0	-0.320965284142147	-4.28483670601145	-2.15833491386561	0.301824768	-0.681926309	0.96962	0	1	0	0	0
FZD5	ENSG00000163251	Frizzled/Smoothened_TM; Frizzled/SFRP; GPCR_2-like_TM; Frizzled_dom; Frizzled_dom_sf; FZ5_CRD	0	-0.320965284142147	-1.37699260222982	-1.29216748591761	-0.912787037	-1.151623356	0.98255	0	1	0	0	0
FZD6	ENSG00000164930	Frizzled/Smoothened_TM; Frizzled/SFRP; GPCR_2-like_TM; Frizzled_dom; FZD6_TM; Frizzled_dom_sf; FZ6_CRD	0	0.254161857602501	-4.56645814040648	-2.07320238477606	-0.072748669	-0.309030988	2.0034e-12	0	0	0	0	1
FZD7	ENSG00000155760	Frizzled/Smoothened_TM; Frizzled/SFRP; GPCR_2-like_TM; Frizzled_dom; Frizzled_dom_sf; Frizzled-7_CRD	0	-0.320965284142147	-3.82324210719524	-1.96849235276104	0.352869989	-1.328690173	0.08835	0	0	0	0	0
FZD8	ENSG00000177283	Frizzled/Smoothened_TM; Frizzled/SFRP; GPCR_2-like_TM; Frizzled_dom; Frizzled_dom_sf; FZ8_CRD	0	-0.320965284142147	-1.83796194946096	-1.116603346927	-0.784698083	-2.632932148	0.78983	0	0	1	0	0
FZD9	ENSG00000188763	Frizzled/Smoothened_TM; Frizzled/SFRP; GPCR_2-like_TM; Frizzled_dom; Frizzled_dom_sf	0	-0.320965284142147	-2.96272743836532	1.68474315347679	0.20606868	-0.176513773	0.0019309	0	0	0	0	0
FZR1	ENSG00000105325	WD40_repeat; WD40/YVTN_repeat-like_dom_sf; WD40_repeat_CS; Apc4_WD40_dom; Cdc20/Fizzy; WD40_repeat_dom_sf	0	-0.507164868267467	1.39787409412478	-0.470361830097973	-0.213174789	-0.25708006	0.99969	1	0	0	0	0
G0S2	ENSG00000123689	G0S2	0	-0.320965284142147	-2.71398542901423	-2.1495644926939	0.261782503	-0.999294472	0.37788	0	0	0	0	0
G2E3	ENSG00000092140	Znf_RING/FYVE/PHD; EPHD; PHF7/G2E3_ePHD; HECT_dom; Znf_PHD; Znf_FYVE_PHD; Zinc_finger_PHD-type_CS; Hect_E3_ubiquitin_ligase; PHF7/G2E3_PHD	0	-0.320965284142147	-0.734317128414897	-0.599740832111645	-0.19262219	-0.297764803	0.97083	0	1	0	0	0
G6PC1	ENSG00000131482	P_Acid_Pase_2/haloperoxidase; Glucose-6-phosphatase; P_Acid_Pase_2/haloperoxi_sf	0	-0.320965284142147	-0.26384866756404	-0.255127599050345	-0.0284620504712684	-0.0769070168466188	NA	0	0	0	0	0
G6PC2	ENSG00000152254	P_Acid_Pase_2/haloperoxidase; P_Acid_Pase_2/haloperoxi_sf; Glucose-6-phosphatase	0	-0.320965284142147	0.0253492378166947	0.00121190340671062	-0.0284620504712684	-0.0769070168466188	2.9565e-16	0	0	0	0	0
G6PC3	ENSG00000141349	P_Acid_Pase_2/haloperoxidase; P_Acid_Pase_2/haloperoxi_sf; ; Glucose-6-phosphatase	0	-1.01546375932952	-0.631861594922857	-0.40841157800774	0.176791702	-0.600831038	4.7177e-06	0	0	0	0	1
G6PD	ENSG00000160211	G6P_DH; G6P_DH_AS; G6P_DH_NAD-bd; G6P_DH_C; NAD(P)-bd_dom_sf	0	-0.54572402716518	-0.26384866756404	-0.898020701563372	0.736776463	-0.1666676	0.97158	0	1	0	0	0
GAA	ENSG00000171298	Glyco_hydro_31; P_trefoil_dom; Gal_mutarotase_sf_dom; Glyco_hydro_b; Glycoside_hydrolase_SF; P_trefoil_CS; Glyco_hydro_31_N_dom; Glyco_hydro_31_AS; Glyco_hydro_31_CS; Gal_mutarotase_N; P_trefoil_dom_sf	0	-1.17963619667892	1.79451675243068	-0.997895099083833	-0.105022719	0.731165492	2.8174e-18	0	0	0	0	1
GAB1	ENSG00000109458	PH_domain; PH-like_dom_sf; Gab1-4-like	0	-2.30303551091482	-5.40442270421922	-0.565050689902154	0.00056664	-0.71586399	0.18433	0	0	0	0	0
GAB2	ENSG00000033327	PH_domain; PH-like_dom_sf; Gab1-4-like	0	-1.94194091622256	-1.54582527634848	0.38492815234354	0.148782013	0.931487561	0.98325	0	1	0	0	0
GAB3	ENSG00000160219	PH_domain; PH-like_dom_sf; Gab1-4-like	0	-4.70380324809752	-0.754890996680062	-1.66452531187585	-0.0284620504712684	-0.0769070168466188	0.9536	0	1	0	0	1
GAB4	ENSG00000215568	PH_domain; PH-like_dom_sf; Gab1-4-like	0	-0.361906627256866	-0.26384866756404	-0.255127599050345	-0.0284620504712684	-0.0769070168466188	2.344e-10	0	0	0	0	0
GABARAP	ENSG00000170296	Atg8-like; Ubiquitin-like_domsf	0	-0.367810677055375	-0.187446530242177	-0.525095853324835	0.193196832	0.529738727	0.26129	0	0	0	0	0
GABARAPL1	ENSG00000139112	Atg8-like; Ubiquitin-like_domsf	0	1.26962074153932	2.98766487395456	0.180146118820583	0.286728162	0.650353205	0.83532	0	0	1	0	0
GABARAPL2	ENSG00000034713	Atg8-like; Ubiquitin-like_domsf	0	0.336854096431223	0.853545448182933	0.774091302626747	-0.125207633	0.453276036	0.00022815	0	0	0	0	0
GABBR1	ENSG00000204681	ANF_lig-bd_rcpt; GPCR3_GABA-B; GPCR_3_GABA_rcpt_B1; GPCR_3_C; Peripla_BP_I; ; Sushi/SCR/CCP_sf; Sushi_SCR_CCP_dom	0	-0.409475461674601	1.41021727283979	1.70887688558105	0.018925962	1.541640734	0.99991	1	0	0	0	0
GABBR2	ENSG00000136928	GPCR_3; ANF_lig-bd_rcpt; GPCR3_GABA-B; GPCR_3_GABA_rcpt_B2; GPCR_3_C; GPCR_3_CS; Peripla_BP_I; GBR2_CC	0	4.55457000226034	1.22468900500263	4.17639027013597	0.263120363	1.508285632	0.99999	1	0	0	1	1
GABPA	ENSG00000154727	Ets_dom; Pointed_dom; SAM/pointed_sf; TF_GA-bd_asu; GABP_asu_N; Ubiquitin-like_domsf; WH-like_DNA-bd_sf; WH_DNA-bd_sf; ETS_fam	0	-0.359561221793118	-1.22793009313646	-1.15652326351525	-0.103621129	-0.16045932	0.99812	1	0	0	0	0
GABPB1	ENSG00000104064	Ankyrin_rpt; Ankyrin_rpt-contain_sf	0	-0.789961070516613	0.035827977443792	-0.952333063236759	0.139427817	-0.452889068	0.91121	0	1	0	0	0
GABPB2	ENSG00000143458	Ankyrin_rpt; Ankyrin_rpt-contain_sf	0	-0.925617529487248	-1.6996413095849	-1.09433089369715	-0.54435171	-1.289805951	5.413e-06	0	0	0	0	0
GABRA1	ENSG00000022355	GABAAa_rcpt; GABBAa1_rcpt; GABAA/Glycine_rcpt; Neurotrans-gated_channel_TM; Neur_channel; Neur_chan_lig-bd; Neurotransmitter_ion_chnl_CS; Neuro-gated_channel_TM_sf; Neur_chan_lig-bd_sf; Neuro_actylchol_rec; Gabra-1-6_TM; GABRA1_ECD	0	4.16119022725894	7.48697328808211	3.19775375740544	0.339153863	1.578000832	0.91489	0	1	0	0	1
GABRA2	ENSG00000151834	GABAAa_rcpt; GABBAa2_rcpt; GABAA/Glycine_rcpt; Neurotrans-gated_channel_TM; Neur_channel; Neur_chan_lig-bd; Neurotransmitter_ion_chnl_CS; Neuro-gated_channel_TM_sf; Neur_chan_lig-bd_sf; Neuro_actylchol_rec; Gabra-2_ECD; Gabra-1-6_TM	0	0.493507193811801	-1.02181787737275	2.88943566516445	-0.0284620504712684	-0.0769070168466188	0.99598	1	0	0	0	1
GABRA3	ENSG00000011677	GABAAa_rcpt; GABBAa3_rcpt; GABAA/Glycine_rcpt; Neurotrans-gated_channel_TM; Neur_channel; Neur_chan_lig-bd; Neurotransmitter_ion_chnl_CS; Neuro-gated_channel_TM_sf; Neur_chan_lig-bd_sf; Neuro_actylchol_rec; Gabra-1-6_TM	0	1.90672227796881	4.69177872545361	2.74235552073769	-0.376041275	0.489303098	0.038786	0	0	0	1	0
GABRA4	ENSG00000109158	GABAAa_rcpt; GABBAa4_rcpt; GABAA/Glycine_rcpt; Neurotrans-gated_channel_TM; Neur_channel; Neur_chan_lig-bd; Neurotransmitter_ion_chnl_CS; Neuro-gated_channel_TM_sf; Neur_chan_lig-bd_sf; Neuro_actylchol_rec; Gabra-1-6_TM	0	4.7851657716214	2.39621786368475	1.85064701924295	-1.093180224	-0.83374147	0.7786	0	0	1	1	0
GABRA5	ENSG00000186297	GABAAa_rcpt; GABBAa5_rcpt; GABAA/Glycine_rcpt; Neurotrans-gated_channel_TM; Neur_channel; Neur_chan_lig-bd; Neurotransmitter_ion_chnl_CS; Neuro-gated_channel_TM_sf; Neur_chan_lig-bd_sf; Neuro_actylchol_rec; Gabra-1-6_TM	0	3.64595994624568	3.82228218736554	3.90515970072812	0.154700368	0.536961419	0.90535	0	1	0	0	1
GABRA6	ENSG00000145863	GABAAa_rcpt; GABBAa6_rcpt; GABAA/Glycine_rcpt; Neurotrans-gated_channel_TM; Neur_channel; Neur_chan_lig-bd; Neurotransmitter_ion_chnl_CS; Neuro-gated_channel_TM_sf; Neur_chan_lig-bd_sf; Neuro_actylchol_rec; Gabra-1-6_TM	0	-0.320965284142147	0.110866293252204	0.330349581342611	-0.0284620504712684	-0.0769070168466188	1.336e-12	0	0	0	0	0
GABRB1	ENSG00000163288	Neur_channel; Neur_chan_lig-bd; Neur_chan_lig-bd_sf; GABAAb_rcpt; GABAA/Glycine_rcpt; Neurotrans-gated_channel_TM; Neurotransmitter_ion_chnl_CS; Neuro-gated_channel_TM_sf; Neuro_actylchol_rec	0	-0.320965284142147	-1.7575696370891	1.44644163193673	-1.633467681	-1.221262227	0.98116	0	1	0	0	0
GABRB2	ENSG00000145864	GABAAb_rcpt; GABAA/Glycine_rcpt; Neurotrans-gated_channel_TM; Neur_channel; Neur_chan_lig-bd; Neurotransmitter_ion_chnl_CS; Neuro-gated_channel_TM_sf; Neur_chan_lig-bd_sf; Neuro_actylchol_rec	0	5.0903433609614	5.37393647491559	3.04781275975801	-0.680835695	1.688499632	0.84876	0	0	1	1	1
GABRB3	ENSG00000166206	GABAAb_rcpt; GABAA/Glycine_rcpt; Neurotrans-gated_channel_TM; Neur_channel; Neur_chan_lig-bd; Neurotransmitter_ion_chnl_CS; Neuro-gated_channel_TM_sf; Neur_chan_lig-bd_sf; Neuro_actylchol_rec	0	3.4797750884431	4.88998065918597	2.96580449365455	-0.080681789	0.9520391	0.95138	0	1	0	1	1
GABRD	ENSG00000187730	GABAAd_rcpt; GABAA/Glycine_rcpt; Neurotrans-gated_channel_TM; Neur_channel; Neur_chan_lig-bd; Neurotransmitter_ion_chnl_CS; Neuro-gated_channel_TM_sf; Neur_chan_lig-bd_sf; Neuro_actylchol_rec	0	2.85567666495721	6.11151424309195	5.00348251635339	-0.0284620504712684	-0.0769070168466188	0.99345	1	0	0	0	1
