Ensembl ID	Human gene	Mouse gene	Gene description	Protein domains	Contains canonical RBDs	Neuron enrichment (human)	Neuron enrichment (mouse)	Brain enrichment	Neuron developmental enrichment (early)	Neuron developmental enrichment (late)	Protein expression (caudate/cerebral cortex/hippocampus)	pLI	Extreme pLI	High pLI	Medium pLI	Autism susceptibility	Intellectual disability susceptibility
ENSG00000151065	DCP1B	Dcp1b	DCP1 decapping enzyme homolog B (S. cerevisiae)	Dcp1; PH-like_dom_sf; mRNA_decap_C;	0	-0.622949842	-0.318072133	-1.406015252	0.058838094	-0.32214505	High, High, High	1.6e-10	0	0	0	0	0
ENSG00000076067	RBMS2	Rbms2	RNA binding motif, single stranded interacting protein 2	RRM_dom; Nucleotide-bd_a/b_plait_sf; RBD_domain_sf; Hud_Sxl_RNA;	1	-2.182948648	-2.31032093	-1.757098632	0.115904554	-1.272848142	Medium, Medium, Medium	1.36e-06	0	0	0	0	0
ENSG00000167881	SRP68	Srp68	signal recognition particle 68kDa	SRP68; SRP68-RBD; SRP68_N_sf	0	0.108021563	0.309209218	-0.98604836	0.085388541	-0.157695428	Not detected, Medium, Low	0.045673	0	0	0	0	0
ENSG00000133112	TPT1	Tpt1	tumor protein, translationally-controlled 1	Mss4-like_sf; Mss4/transl-control_tumour; Translation_control_tumour_CS; Translational_control_tumour_p; TCTP	0	0.343774256	0.59706865	-1.741595552	0.135715482	0.073246147	Not detected, Medium, Medium	0.80548	0	0	1	0	0
ENSG00000108771	DHX58	Dhx58	DEXH (Asp-Glu-X-His) box polypeptide 58	Helicase_C; Helicase/UvrB_N; Helicase_ATP-bd; RLR_CTR; P-loop_NTPase; RLR_C_sf; RIG-I_C	0	-1.200326434	-1.697955085	-1.046126363	0.0549386088409786	-0.198750741739042	Low, Medium, Low	3.2e-13	0	0	0	0	0
ENSG00000213782	DDX47	Ddx47	DEAD (Asp-Glu-Ala-Asp) box polypeptide 47	RNA-helicase_DEAD-box_CS; Helicase_C; DEAD/DEAH_box_helicase_dom; Helicase_ATP-bd; RNA_helicase_DEAD_Q_motif; P-loop_NTPase	1	-0.311952574	0.155632329	-0.62183433	0.267693445	-0.440414201	Medium, Medium, Medium	1.31e-10	0	0	0	0	0
ENSG00000086758	HUWE1	Huwe1	HECT, UBA and WWE domain containing 1, E3 ubiquitin protein ligase	HECT_dom; Hect_E3_ubiquitin_ligase; WWE-dom; UBA-like_sf; E3_Ub_ligase_DUF908; E3_Ub_ligase_DUF913; UBA; ARM-type_fold; HUWE1/Rev1_UBM; WWE_dom_sf; UBA_HUWE1;	0	-0.259150602	-0.134715977	-0.801947689	-0.05236596	0.162259846	Medium, Medium, Medium	1	1	0	0	1	1
ENSG00000137628	DDX60	Ddx60	DEAD (Asp-Glu-Ala-Asp) box polypeptide 60	Helicase_C; DEAD/DEAH_box_helicase_dom; Helicase_ATP-bd; P-loop_NTPase	1	-3.569913716	-2.432662098	-1.56985069	-0.944234597	-1.26236053	Not detected, Not detected, Not detected	5.21e-16	0	0	0	0	0
ENSG00000095627	TDRD1	Tdrd1	tudor domain containing 1	Znf_MYND; Tudor; SNase_OB-fold_sf	0	0.149652719	0.215452267	-0.03406314	0.0549386088409786	-0.198750741739042	Not detected, Not detected, Not detected	1	1	0	0	0	0
ENSG00000100836	PABPN1	Pabpn1	poly(A) binding protein, nuclear 1	RRM_dom; Nucleotide-bd_a/b_plait_sf; PABP2; RBD_domain_sf	1	-0.482750795	-0.114169054	-0.382358423	0.0549386088409786	-0.198750741739042	Medium, Medium, Medium	0.39216	0	0	0	0	0
ENSG00000170144	HNRNPA3	NA	heterogeneous nuclear ribonucleoprotein A3	RRM_dom; Nucleotide-bd_a/b_plait_sf; hnRNPA3_RRM1; hnRNPA3_RRM2; RBD_domain_sf; ; HnRNPA1	1	-0.660258052	-0.00190286165509761	-1.199638764	-0.176963238	-0.451979882	High, High	0.99543	1	0	0	0	0
ENSG00000156313	RPGR	Rpgr	retinitis pigmentosa GTPase regulator	Reg_chr_condens; RCC1/BLIP-II;	0	-0.219374705105205	0.826224283	-0.731405606	0.399283567	0.19578967	Low, Medium, Medium	0.99804	1	0	0	0	1
ENSG00000048162	NOP16	Nop16	NOP16 nucleolar protein homolog (yeast)	Ribosome_biogenesis_Nop16;	0	0.411204436	0.708847159	-1.008314926	0.516889379	-0.918316922	Medium, Medium, Medium	0.011953	0	0	0	0	0
ENSG00000198746	GPATCH3	Gpatch3	G patch domain containing 3	GPATCH3; G_patch_dom	1	-0.219374705105205	-0.405313263	-0.688604221	0.557835409	-0.037106132	Not detected, Not detected, Not detected	6.4e-14	0	0	0	0	0
ENSG00000155858	LSM11	Lsm11	LSM11, U7 small nuclear RNA associated	LSM_dom_euk/arc; LSM_dom_sf; Lsm11_M; Lsm11	0	1.957162256	1.349863849	-0.371364195	0.0549386088409786	-0.198750741739042	Medium, Medium, High	0.60438	0	0	1	0	0
ENSG00000111786	SRSF9	Srsf9	serine/arginine-rich  splicing factor 9	RRM_dom; Nucleotide-bd_a/b_plait_sf; SRSF9_RRM1; SRSF9_RRM2; RBD_domain_sf;	1	0.10894633	-0.331789707	-0.842961817	-0.591706799	-0.965976007	High, High, High	0.63924	0	0	1	0	0
ENSG00000138768	USO1	Uso1	USO1 vesicle docking protein homolog (yeast)	Armadillo; Vesicle_Uso1_P115_head; Uso1_p115_C; ARM-like; ARM-type_fold; P115_Arm_rpt	0	-0.433401435	0.267195041	-1.423910188	0.110374653	-0.3577255	Medium, Medium, Low	0.33417	0	0	0	0	0
ENSG00000108298	RPL19	Rpl19	ribosomal protein L19	Ribosomal_L19/L19e; Ribosomal_L19/L19e_dom1; Ribosomal_L19/L19e_CS; Ribosomal_L19_euka; 60S_ribosomal_L19/L19e_sf; RPL19;	0	-0.219374705105205	0.46041683	-1.526794657	0.269202517	-0.138552806	Medium, High, High	0.98197	0	1	0	0	0
ENSG00000105640	RPL18A	Rpl18a	ribosomal protein L18a	Ribosomal_L18a/L20_eukaryotes; Ribosomal_L18a//L18Ae/LX; 50S_L18Ae/Ribosomal_L18a/L20	0	0.41570892	-0.265665756	-2.074047053	0.21491847	-0.12972079	Medium, Medium, Medium	0.98228	0	1	0	0	0
ENSG00000169813	HNRNPF	Hnrnpf	heterogeneous nuclear ribonucleoprotein F	RRM_dom; Nucleotide-bd_a/b_plait_sf; Znf_CHHC; RBD_domain_sf	1	-1.265482093	-0.961190073	-1.966399042	-0.200187614	-0.623478918	High, High, High	0.96415	0	1	0	1	0
ENSG00000073792	IGF2BP2	Igf2bp2	insulin-like growth factor 2 mRNA binding protein 2	RRM_dom; KH_dom; KH_dom_type_1; Nucleotide-bd_a/b_plait_sf; IGF2BP2; IGF2BP2_RRM1; RBD_domain_sf; KH_dom_type_1_sf	1	-1.547640238	-0.097522875	-2.295375123	-0.206992046	-0.409937809	Low, Low, Low	0.23861	0	0	0	0	0
ENSG00000100813	ACIN1	Acin1	apoptotic chromatin condensation inducer 1	Nucleotide-bd_a/b_plait_sf; RSB_motif; Acinus_RRM; RBD_domain_sf; ; SAP_dom; SAP_dom_sf	0	-0.86930262	-0.411999878	-1.544882539	-0.131849722	-0.023304225	High, High, High	1	1	0	0	0	1
ENSG00000187051	RPS19BP1	Rps19bp1	ribosomal protein S19 binding protein 1	AROS	0	-0.219374705105205	0.302630533	-0.200439134	0.54288954	0.246970176	Medium, Medium, Medium	2.67e-05	0	0	0	0	0
ENSG00000145216	FIP1L1	NA	FIP1 like 1 (S. cerevisiae)	Fip1_dom; Fip1;	0	0.164933424	-0.00190286165509761	-0.786714379	-0.291610357	-0.483671978	Medium, High, Low	0.7889	0	0	1	0	0
ENSG00000160818	GPATCH4	Gpatch4	G patch domain containing 4	G_patch_dom	1	0.700189667	1.126894966	-0.652077682	-0.297611213	-1.505673585	Low, Low, Medium	5.69e-05	0	0	0	0	0
ENSG00000143799	PARP1	Parp1	poly (ADP-ribose) polymerase 1	BRCT_dom; Znf_PARP; Poly(ADP-ribose)pol_reg_dom; PARP; WGR_domain; Poly(ADP-ribose)pol_cat_dom; PADR1; BRCT_dom_sf; Poly(ADP-ribose)pol_reg_dom_sf; WGR_dom_sf; Znf_PARP_sf; PADR1_dom_sf;	0	-0.323680431	0.772041872	0.11900068	-0.100802788	-0.399723147	High, High, High	0.00033366	0	0	0	0	1
ENSG00000103248	MTHFSD	Mthfsd	methenyltetrahydrofolate  synthetase domain containing	RRM_dom; FTHF_cligase; Nucleotide-bd_a/b_plait_sf; FTHF_cligase-like_sf; MTHFSD_RRM; RBD_domain_sf; NagB/RpiA_transferase-like;	1	-0.936662951	0.433991479	-1.145170229	0.142742939	-0.019311225	Not detected, Low, Not detected	6.6e-12	0	0	0	0	0
ENSG00000162374	ELAVL4	Elavl4	ELAV (embryonic lethal, abnormal vision, Drosophila)-like 4	RRM_dom; Hud_Sxl_RNA; Nucleotide-bd_a/b_plait_sf; ELAV/Hu_RRM1; RBD_domain_sf; ELAD_HU_SF; HuD_RRM3; HuB_RRM2	1	2.095737816	2.887726431	2.858734661	-0.20763404	1.894354044	High, High, High	0.90806	0	1	0	0	0
ENSG00000139343	SNRPF	Snrpf	small nuclear ribonucleoprotein polypeptide F	LSM_dom_euk/arc; LSM_dom_sf; Lsm6/sSmF; Sm_F	0	0.287551776	0.328643353	-0.712081793	0.124963568	-0.269702562	NA	0.79498	0	0	1	0	0
ENSG00000132305	IMMT	Immt	inner membrane protein, mitochondrial	Mt-IM_prot_Mitofilin	0	-0.113329928	0.308750396	-0.925648872	-0.008854131	-0.18906471	Low, Low, Medium	0.0133	0	0	0	0	0
ENSG00000116350	SRSF4	Srsf4	serine/arginine-rich  splicing factor 4	RRM_dom; Nucleotide-bd_a/b_plait_sf; RRM1_SRSF4-like; RBD_domain_sf	1	-0.219374705105205	-0.286180928	-1.370871811	-0.496239399	-0.455671046	High, Medium, High	0.86723	0	0	1	0	0
ENSG00000156990	RPUSD3	Rpusd3	RNA pseudouridylate synthase domain containing 3	PsdUridine_synth_RsuA/RluA; PsdUridine_synth_cat_dom_sf	0	0.244180098	-0.444603998	-0.493493092	-0.207326256	-0.765530708	Low, Not detected, Not detected	2.2e-07	0	0	0	0	0
ENSG00000115267	IFIH1	Ifih1	interferon induced with helicase C domain 1	Helicase_C; Helicase/UvrB_N; Helicase_ATP-bd; RLR_CTR; P-loop_NTPase; CARD_dom; RLR_C_sf; RIG-I_C; DEATH-like_dom_sf	0	-2.140010282	-1.482516093	-1.501014668	0.0549386088409786	-0.198750741739042	Medium, Low	6.98e-44	0	0	0	0	1
ENSG00000116898	MRPS15	Mrps15	mitochondrial ribosomal protein S15	Ribosomal_S15; Ribosomal_S15_bac-type; S15_NS1_RNA-bd	0	0.251345456	0.108381472	-0.65323465	0.13851893	-0.43995356	Low, Medium, Low	5e-10	0	0	0	0	0
ENSG00000122026	RPL21	Rpl21	ribosomal protein L21	Ribosomal_L21e; Translation_prot_SH3-like_sf; Ribosomal_L21e_CS; Ribosomal_L21_sf;	0	0.594381989	0.196170956	-1.264571297	0.0549386088409786	-0.198750741739042	Low, Medium, Medium	0.83747	0	0	1	0	0
ENSG00000089737	DDX24	Ddx24	DEAD (Asp-Glu-Ala-Asp) box polypeptide 24	RNA-helicase_DEAD-box_CS; Helicase_C; DEAD/DEAH_box_helicase_dom; Helicase_ATP-bd; RNA_helicase_DEAD_Q_motif; P-loop_NTPase	1	1.038562788	1.108449266	-0.432328179	0.090128188	0.433703944	Medium, Low	0.68465	0	0	1	0	0
ENSG00000099783	HNRNPM	Hnrnpm	heterogeneous nuclear ribonucleoprotein M	RRM_dom; Nucleotide-bd_a/b_plait_sf; HnRNP_M_PY-NLS; HnRNP_M; hnRNPM_RRM3; RBD_domain_sf;	1	-0.75374066	-0.205884017	-1.197817729	0.11465948	-0.765872655	High, High, High	0.99999	1	0	0	0	0
ENSG00000204351	SKIV2L	Skiv2l	superkiller viralicidic activity 2-like (S. cerevisiae)	Helicase_C; DEAD/DEAH_box_helicase_dom; Ski2_C; Helicase_ATP-bd; Ski2-like; rRNA_proc-arch_dom; P-loop_NTPase; Ski2_N;	1	-0.298531024	-0.108382249	-1.340328488	0.094412144	0.009727999	Medium, High, High	1.29e-22	0	0	0	0	1
ENSG00000154548	SRSF12	NA	serine/arginine-rich  splicing factor 12	RRM_dom; Nucleotide-bd_a/b_plait_sf; SRSF12; RBD_domain_sf	1	1.370758382	-0.00190286165509761	1.529356507	0.291494897	0.327690542	Not detected, Not detected, Not detected	0.033102	0	0	0	0	0
ENSG00000123064	DDX54	Ddx54	DEAD (Asp-Glu-Ala-Asp) box polypeptide 54	RNA-helicase_DEAD-box_CS; Helicase_C; DEAD/DEAH_box_helicase_dom; DBP10_C; Helicase_ATP-bd; RNA_helicase_DEAD_Q_motif; P-loop_NTPase; DDX54/DBP10;	1	-0.219374705105205	0.067357102	-1.307792276	0.083344068	-0.951527225	Medium, Medium, High	4.74e-09	0	0	0	0	0
ENSG00000137776	SLTM	Sltm	SAFB-like, transcription modulator	RRM_dom; SAP_dom; Nucleotide-bd_a/b_plait_sf; SLTM; RBD_domain_sf; SAP_dom_sf;	1	-0.72351492	0.091031174	-1.115432467	-0.097157692	-0.119370361	High, High, Medium	0.99785	1	0	0	0	0
ENSG00000114127	XRN1	Xrn1	5'-3' exoribonuclease 1	Put_53exo; 5_3_exoribonuclease_1; 5_3_exoribonuclease; XRN1_D1; XRN1_D2_D3; SH3_12; Xrn1_helical;	0	-0.118187376	-0.676670963	-1.63693072	-0.2739432	-0.194272053	Low, Medium, Medium	1	1	0	0	0	0
ENSG00000056586	RC3H2	Rc3h2	ring finger and CCCH-type domains 2	Znf_CCCH; Znf_RING; Znf_RING/FYVE/PHD; Znf_RING_CS; Znf-RING_LisH; RC3H2; Znf_CCCH_sf; ROQ_II;	1	-0.219374705105205	0.025107211	-0.916082095	0.316948242	-0.968751727	Medium, Medium, Medium	1	1	0	0	0	0
ENSG00000156502	SUPV3L1	Supv3l1	suppressor of var1, 3-like 1 (S. cerevisiae)	Helicase_C; SUV3_C; P-loop_NTPase; Suv3_C_1; Suv3_N	0	0.432292396	-0.070151605	-0.52811707	-0.10554258	-0.824827066	Medium, Medium, Medium	0.032006	0	0	0	0	0
ENSG00000134419	RPS15A	Rps15a	ribosomal protein S15a	Ribosomal_S8; Ribosomal_S8_sf;	0	0.293555673	0.055237443	-2.111660032	0.173225583	0.107604938	Medium, Medium, Medium	0.802	0	0	1	0	0
ENSG00000160957	RECQL4	Recql4	RecQ protein-like 4	Helicase_C; DNA_helicase_ATP-dep_RecQ; DEAD/DEAH_box_helicase_dom; Helicase_ATP-bd; P-loop_NTPase; DNA_rep_checkpnt_protein;	1	0.579198805	-0.413440362	-0.057990157	-0.252919738	-1.339753665	Not detected, Not detected, Low	3.31e-35	0	0	0	0	1
ENSG00000103342	GSPT1	Gspt1	G1 to S phase transition 1	TF_GTP-bd_dom; Transl_elong_EFTu/EF1A_C; EFTu-like_2; Transl_B-barrel_sf; Transl_elong_EF1A/Init_IF2_C; Ataxin-2_C; P-loop_NTPase; G_TR_CS	0	0.130212605	-0.000341876	-1.122108986	0.297268371	0.002535088	Low, Medium, Low	0.99986	1	0	0	0	0
ENSG00000103194	USP10	Usp10	ubiquitin specific peptidase 10	Peptidase_C19_UCH; Ataxin-2_C; USP_CS; USP_dom; Papain-like_cys_pep_sf;	0	-0.255183056	0.539961584	-0.785528924	-0.146309513	-0.257525915	Medium, High, High	0.99411	1	0	0	0	0
ENSG00000092345	DAZL	NA	deleted in azoospermia-like	RRM_dom; Nucleotide-bd_a/b_plait_sf; DAZL; RBD_domain_sf; BOULE/DAZ; DAZ_RRM_vert; DAZ_repeat; DAZ1-4	1	-0.219374705105205	-0.00190286165509761	0.015574498	0.0549386088409786	-0.198750741739042	Not detected, Not detected, Not detected	0.99449	1	0	0	0	0
ENSG00000092820	EZR	Ezr	ezrin	FERM_domain; Ez/rad/moesin-like; Moesin_tail_sf; ERM; ERM_C_dom; PH-like_dom_sf; FERM/acyl-CoA-bd_prot_sf; FERM_N; FERM_PH-like_C; FERM_CS; FERM_central; Band_41_domain; Ubiquitin-like_domsf; FERM_2; ERM_FERM_C	0	-5.208449418	-3.686004217	-0.599260974	0.364186582	-1.063811824	Not detected, Not detected, Not detected	0.17989	0	0	0	0	0
ENSG00000121766	ZCCHC17	Zcchc17	zinc finger, CCHC domain containing 17	Znf_CCHC; S1_domain; NA-bd_OB-fold; S1_dom	1	0.751692354	0.840426312	0.741139699	-0.058956502	-0.067056216	High, High, High	0.0052857	0	0	0	0	0
ENSG00000173145	NOC3L	Noc3l	nucleolar complex associated 3 homolog (S. cerevisiae)	CCAAT-binding_factor; Noc3_N; ARM-type_fold; Nucleolar_cplx-assoc_3	0	-0.513727591	-0.317896242	-1.331286018	0.712669262	-0.016674069	NA	2.83e-14	0	0	0	0	0
ENSG00000130826	DKC1	Dkc1	dyskeratosis congenita 1, dyskerin	PUA; PsdUridine_synth_N; Uncharacterised_CHP00451; tRNA_PsdUridine_synth_B_fam; Dyskerin-like; PUA-like_sf; PsdUridine_synth_cat_dom_sf; TruB_C;	0	-0.217815885	0.416176028	-1.04345346	-0.142386286	-0.867019501	High, High, High	0.99916	1	0	0	0	1
ENSG00000197728	RPS26P32	NA	ribosomal protein S26 pseudogene 32	Ribosomal_S26e; Ribosomal_S26e_sf	0	-0.219374705105205	-0.00190286165509761	-0.798554224744701	0.0549386088409786	-0.198750741739042	Medium, Medium, Medium	0.480746042349629	0	0	0	0	0
ENSG00000112249	ASCC3	Ascc3	activating signal cointegrator 1 complex subunit 3	Helicase_C; AAA+_ATPase; Sec63-dom; DEAD/DEAH_box_helicase_dom; Helicase_ATP-bd; Ig_E-set; P-loop_NTPase; C2_domain_sf; WH_DNA-bd_sf	1	0.257636773	-0.087027825	-1.270490854	0.562195782	-0.360585853	High, Medium, Medium	1.15e-20	0	0	0	0	1
ENSG00000076770	MBNL3	Mbnl3	muscleblind-like splicing regulator 3	Znf_CCCH; Znf-CCCH_4	1	-2.224323647	0.517859061	-1.558521031	-0.539897033	-2.034739122	Not detected, Not detected, Not detected	0.68597	0	0	1	0	1
ENSG00000100138	NHP2L1	NA	NHP2 non-histone chromosome protein 2-like 1 (S. cerevisiae)	H/ACA_rnp_Nhp2_euk; Ribosomal_L7Ae_CS; Ribosomal_L7Ae/L30e/S12e/Gad45; Ribosomal_L7Ae/L8/Nhp2; L30e-like	0	1.063612636	-0.00190286165509761	-0.798554224744701	0.306473408	0.030781751	Medium, Medium, Medium	0.74848	0	0	1	0	0
ENSG00000160752	FDPS	Fdps	farnesyl diphosphate synthase	Polyprenyl_synt; Isoprenoid_synthase_dom_sf; Polyprenyl_synt_CS;	0	-0.312659947	-0.210005156	-0.645517512	-0.349359099	-1.036374738	Low, Not detected, Medium	0.0056199	0	0	0	0	0
ENSG00000130707	ASS1	Ass1	argininosuccinate synthase 1	Arginosuc_synth; Rossmann-like_a/b/a_fold; Arginosuc_synth_CS; Arginosuc_synth_type_1_subfam; AS_cat/multimer_dom_body	0	1.376564677	0.480458222	-1.748494873	-0.730245594	-1.017077989	Low, Low, Not detected	1.51e-09	0	0	0	0	1
ENSG00000138326	RPS24	Rps24	ribosomal protein S24	Ribosomal_S24e; Ribosomal_L23/L15e_core_dom_sf; Ribosomal_S24e_CS;	0	0.227461132	0.080225708	-1.342226029	0.093124378	-0.115153049	Low, Low, Low	0.68141	0	0	1	0	0
ENSG00000204842	ATXN2	Atxn2	ataxin 2	ATXN2; LsmAD_domain; Ataxin-2_C; LSM_dom_sf; SM_dom_ATX;	0	-0.528062936	0.125650813	-0.637102993	-0.4591601	-0.038206254	High, High, Medium	0.85289	0	0	1	0	1
ENSG00000174953	DHX36	Dhx36	DEAH (Asp-Glu-Ala-His) box polypeptide 36	Helicase_C; DNA/RNA_helicase_DEAH_CS; Helicase-assoc_dom; DEAD/DEAH_box_helicase_dom; DUF1605; Helicase_ATP-bd; P-loop_NTPase;	1	0.147807036	0.01045007	-0.817184177	0.009053992	0.608198239	High, High, Medium	0.47221	0	0	0	0	0
ENSG00000138593	SECISBP2L	Secisbp2l	SECIS binding protein 2-like	SECISBP2; Ribosomal_L7Ae/L30e/S12e/Gad45; L30e-like	0	-0.884608485	-0.4236191	0.312443289	-0.079276163	0.292045858	High, High, Medium	0.285	0	0	0	0	0
ENSG00000139910	NOVA1	Nova1	neuro-oncological ventral antigen 1	KH_dom; KH_dom_type_1; NOVA1; KH_dom_type_1_sf; KH_sf_prok-type	1	-0.493220924	-0.157328441	1.562166762	-0.193416368	0.84982422	Medium, Medium	0.99621	1	0	0	0	0
ENSG00000137804	NUSAP1	Nusap1	nucleolar and spindle associated protein 1	NuSAP;	0	-0.291725218	-0.142133334	-0.890284964	-0.475234674	-1.737676181	Not detected, Not detected, Not detected	0.045674	0	0	0	0	0
ENSG00000138035	PNPT1	Pnpt1	polyribonucleotide nucleotidyltransferase  1	ExoRNase_PH_dom1; S1_domain; KH_dom; KH_dom_type_1; PNPase; NA-bd_OB-fold; ExoRNase_PH_dom2; PNPase_PH_RNA-bd_bac/org-type; Ribosomal_S5_D2-typ_fold; S1_dom; PNPase/RNase_PH_dom_sf; ExoRNase_PH_dom2_sf; PNPase_PH_RNA-bd_sf; KH_dom_type_1_sf;	1	-0.497067591	-0.302929045	-0.40104851	-0.087267295	-0.423028623	Low, Medium, Medium	0.00040072	0	0	0	0	1
ENSG00000234414	RBMY1A1	NA	RNA binding motif protein, Y-linked, family 1, member A1	RRM_dom; RBM1CTR; Nucleotide-bd_a/b_plait_sf; RBD_domain_sf	1	-0.219374705105205	-0.00190286165509761	0	0.0549386088409786	-0.198750741739042	Not detected, Not detected, Not detected	0.29035	0	0	0	0	0
ENSG00000119707	RBM25	NA	RNA binding motif protein 25	RRM_dom; PWI_dom; Nucleotide-bd_a/b_plait_sf; RBM25_RRM; RBD_domain_sf; PWI_dom_sf	1	0.270348558	-0.00190286165509761	-1.218421258	-0.182822094	-0.24948135	Medium, High, Medium	1	1	0	0	0	0
ENSG00000132603	NIP7	Nip7	nuclear import 7 homolog (S. cerevisiae)	UPF0113_N; PUA; UPF0113_PUA; PUA-like_sf; Ribosomal_synth_fac_NIP7; PUA_sf	0	0.586590929	0.315896473	-1.138982239	0.591909573	-0.081943049	High, Medium, Low	0.36417	0	0	0	0	0
ENSG00000170515	PA2G4	Pa2g4	proliferation-associated  2G4, 38kDa	Pept_M24; PA2G4; Pept_M24A_MAP2_BS; Creatinase/aminopeptidase-like; WH-like_DNA-bd_sf; WH_DNA-bd_sf	0	-0.219374705105205	0.140908943	-1.039576592	0.181715736	-0.94608887	Medium, High, High	0.99876	1	0	0	0	0
ENSG00000130520	LSM4	Lsm4	LSM4 homolog, U6 small nuclear RNA associated (S. cerevisiae)	LSM_dom_euk/arc; LSM_dom_sf; LSm4/Sm_D1/D3; Lsm4;	0	0.492802314	0.44895063	0.077392225	0.146233036	-0.526387663	High, High	0.022117	0	0	0	0	0
ENSG00000105323	HNRNPUL1	Hnrnpul1	heterogeneous nuclear ribonucleoprotein U-like 1	B30.2/SPRY; SPRY_dom; ConA-like_dom_sf; hnRNP_U-like_1; P-loop_NTPase; SPRY_hnRNP_U; B30.2/SPRY_sf; SAP_dom; SAP_dom_sf;	0	-0.954360624	-0.502587031	-1.465386303	-0.08047343	-0.058015616	High, High, High	0.99999	1	0	0	0	0
ENSG00000099381	SETD1A	Setd1a	SET domain containing 1A	RRM_dom; SET_dom; Post-SET_dom; Nucleotide-bd_a/b_plait_sf; COMPASS_Set1_N-SET; Set1A_RRM; RBD_domain_sf; SETD1A	1	-0.70478502	0.029987647	-1.4069612	-0.431967868	-0.556820084	Low, Medium, Medium	1	1	0	0	1	1
ENSG00000170748	RBMXL2	Rbmxl2	RNA binding motif protein, X-linked-like 2	RRM_dom; RRM_dom_euk; RBM1CTR; Nucleotide-bd_a/b_plait_sf; RBD_domain_sf	1	-0.219374705105205	0.00209352	0.001288538	0.0549386088409786	-0.198750741739042	Not detected, Not detected, Not detected	0.074817	0	0	0	0	0
ENSG00000121486	TRMT1L	Trmt1l	tRNA methyltransferase 1 homolog (S. cerevisiae)-like	Trm1; Znf_C2H2_type; SAM-dependent_MTases; tRNA_met_Trm1_C	0	-0.463084214	-0.28746023	-0.627879846	-0.094851731	-1.113339201	Not detected, Low, Low	0.79653	0	0	1	0	0
ENSG00000185651	UBE2L3	Ube2l3	ubiquitin-conjugating  enzyme E2L 3	UBQ-conjugat_E2; UBQ-conjugating_enzyme/RWD; UBQ-conjugating_AS	0	-0.369024144	0.100793662	-0.002636259	0.277881838	-0.097959124	Low, Medium, Low	0.83844	0	0	1	0	0
ENSG00000134698	EIF2C4	NA	eukaryotic translation initiation factor 2C, 4	PAZ_dom; Piwi; RNaseH-like_sf; ArgoL1; AGO4; ArgoL2; Argonaute_Mid_dom; Argonaute_N; PAZ_dom_sf; RNaseH_sf	1	-0.219374705105205	-0.00190286165509761	-0.798554224744701	-0.422614663	0.547788895	Not detected, Not detected, Not detected	0.480746042349629	0	0	0	0	0
ENSG00000170860	LSM3	Lsm3	LSM3 homolog, U6 small nuclear RNA associated (S. cerevisiae)	LSM_dom_euk/arc; LSM_dom_sf; Lsm3; Sm-like_LSM3	0	0.126497966	0.061410254	-0.480989708	0.330517489	-0.33085733	Not detected, Low, Not detected	3.95e-06	0	0	0	0	0
ENSG00000089157	RPLP0	Rplp0	ribosomal protein, large, P0	Ribosomal_L10P; L10E_eukaryotes; RL10P_insert; Ribosomal_L10-like_sf; RL10_insert_sf;	0	-0.552150758	-0.138267325	-2.455704917	0.169437521	-0.507264723	High, High, High	0.76762	0	0	1	0	0
ENSG00000160201	U2AF1	NA	U2 small nuclear RNA auxiliary factor 1	RRM_dom; Znf_CCCH; RRM_dom_euk; U2AF_small; Nucleotide-bd_a/b_plait_sf; RBD_domain_sf;	1	-0.591962742	-0.00190286165509761	-0.511791071	-0.036653277	-0.308748665	High, High, High	0.9899	0	1	0	0	0
ENSG00000204531	POU5F1	Pou5f1	POU class 5 homeobox 1	POU_dom; Homeobox_dom; Homeobox-like_sf; Lambda_DNA-bd_dom_sf; POU; POU_dom_5; Homeobox_CS	0	-0.276707565	0.008121041	-0.792811905	0.0549386088409786	-0.198750741739042	Medium, Medium, Medium	0.95371	0	1	0	0	0
ENSG00000128016	ZFP36	Zfp36	zinc finger protein 36, C3H type, homolog (mouse)	Znf_CCCH; Znf_CCCH_sf	1	-3.443425578	-5.45558592	-3.784582276	0.059008939	-0.112580991	High, High, Medium	0.75244	0	0	1	0	0
ENSG00000181817	LSM10	Lsm10	LSM10, U7 small nuclear RNA associated	LSM_dom_euk/arc; LSM_dom_sf	0	0.465425767	-0.574091785	-0.368973891	0.067454511	-0.198906422	NA	0.0040741	0	0	0	0	0
ENSG00000155846	PPARGC1B	Ppargc1b	peroxisome proliferator-activated receptor gamma, coactivator 1 beta	RRM_dom; Nucleotide-bd_a/b_plait_sf; PPARGC1B_RRM; PGC-1; PGC-1beta; RBD_domain_sf	1	1.28077063	1.033175404	-0.486711541	0.0549386088409786	-0.198750741739042	NA	0.50321	0	0	1	0	0
ENSG00000182004	SNRPE	NA	small nuclear ribonucleoprotein polypeptide E	LSM_dom_euk/arc; LSM_dom_sf; snRNP-E	0	0.50559225	-0.00190286165509761	-0.97548184	-0.120070895	-0.722752516	NA	0.90614	0	1	0	0	0
